Four Hops 32byte Packet RX/TX 915/902 AVG Gain 47 
PING 192.168.200.109 (192.168.200.109) 24(52) bytes of data.
32 bytes from 192.168.200.109: icmp_seq=560 ttl=64 time=58.7 ms
32 bytes from 192.168.200.109: icmp_seq=561 ttl=64 time=51.3 ms
32 bytes from 192.168.200.109: icmp_seq=566 ttl=64 time=52.7 ms
32 bytes from 192.168.200.109: icmp_seq=568 ttl=64 time=57.5 ms
32 bytes from 192.168.200.109: icmp_seq=569 ttl=64 time=56.1 ms
32 bytes from 192.168.200.109: icmp_seq=574 ttl=64 time=54.6 ms
32 bytes from 192.168.200.109: icmp_seq=576 ttl=64 time=57.9 ms
32 bytes from 192.168.200.109: icmp_seq=578 ttl=64 time=56.9 ms
32 bytes from 192.168.200.109: icmp_seq=581 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=582 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=583 ttl=64 time=53.4 ms
32 bytes from 192.168.200.109: icmp_seq=585 ttl=64 time=51.6 ms
32 bytes from 192.168.200.109: icmp_seq=586 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=587 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=588 ttl=64 time=56.7 ms
32 bytes from 192.168.200.109: icmp_seq=594 ttl=64 time=53.9 ms
32 bytes from 192.168.200.109: icmp_seq=595 ttl=64 time=57.5 ms
