Four Hops 32byte Packet RX/TX 2.4G/2.5G AVG Gain 47 
PING 192.168.200.109 (192.168.200.109) 24(52) bytes of data.
32 bytes from 192.168.200.109: icmp_seq=634 ttl=64 time=64.0 ms
32 bytes from 192.168.200.109: icmp_seq=637 ttl=64 time=54.4 ms
32 bytes from 192.168.200.109: icmp_seq=645 ttl=64 time=56.0 ms
32 bytes from 192.168.200.109: icmp_seq=647 ttl=64 time=61.5 ms
32 bytes from 192.168.200.109: icmp_seq=651 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=653 ttl=64 time=1341 ms
32 bytes from 192.168.200.109: icmp_seq=655 ttl=64 time=59.0 ms
32 bytes from 192.168.200.109: icmp_seq=656 ttl=64 time=59.1 ms
32 bytes from 192.168.200.109: icmp_seq=657 ttl=64 time=57.5 ms
32 bytes from 192.168.200.109: icmp_seq=664 ttl=64 time=53.7 ms
32 bytes from 192.168.200.109: icmp_seq=666 ttl=64 time=63.2 ms
32 bytes from 192.168.200.109: icmp_seq=668 ttl=64 time=54.6 ms
32 bytes from 192.168.200.109: icmp_seq=671 ttl=64 time=53.3 ms
32 bytes from 192.168.200.109: icmp_seq=673 ttl=64 time=56.8 ms
32 bytes from 192.168.200.109: icmp_seq=675 ttl=64 time=56.9 ms
32 bytes from 192.168.200.109: icmp_seq=679 ttl=64 time=52.3 ms
32 bytes from 192.168.200.109: icmp_seq=682 ttl=64 time=55.9 ms
32 bytes from 192.168.200.109: icmp_seq=686 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=687 ttl=64 time=54.3 ms
32 bytes from 192.168.200.109: icmp_seq=689 ttl=64 time=59.3 ms
32 bytes from 192.168.200.109: icmp_seq=691 ttl=64 time=54.5 ms
32 bytes from 192.168.200.109: icmp_seq=692 ttl=64 time=58.8 ms
32 bytes from 192.168.200.109: icmp_seq=694 ttl=64 time=57.5 ms
32 bytes from 192.168.200.109: icmp_seq=697 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=699 ttl=64 time=58.0 ms
32 bytes from 192.168.200.109: icmp_seq=700 ttl=64 time=58.6 ms
32 bytes from 192.168.200.109: icmp_seq=703 ttl=64 time=54.4 ms
32 bytes from 192.168.200.109: icmp_seq=709 ttl=64 time=54.3 ms
32 bytes from 192.168.200.109: icmp_seq=710 ttl=64 time=58.7 ms
32 bytes from 192.168.200.109: icmp_seq=711 ttl=64 time=60.3 ms
32 bytes from 192.168.200.109: icmp_seq=712 ttl=64 time=58.6 ms
32 bytes from 192.168.200.109: icmp_seq=714 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=715 ttl=64 time=54.6 ms
32 bytes from 192.168.200.109: icmp_seq=720 ttl=64 time=54.5 ms
32 bytes from 192.168.200.109: icmp_seq=728 ttl=64 time=60.1 ms
32 bytes from 192.168.200.109: icmp_seq=731 ttl=64 time=55.6 ms
32 bytes from 192.168.200.109: icmp_seq=732 ttl=64 time=56.8 ms
32 bytes from 192.168.200.109: icmp_seq=741 ttl=64 time=60.3 ms
32 bytes from 192.168.200.109: icmp_seq=747 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=748 ttl=64 time=56.7 ms
32 bytes from 192.168.200.109: icmp_seq=753 ttl=64 time=60.4 ms
32 bytes from 192.168.200.109: icmp_seq=760 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=764 ttl=64 time=57.0 ms
32 bytes from 192.168.200.109: icmp_seq=766 ttl=64 time=56.0 ms
32 bytes from 192.168.200.109: icmp_seq=768 ttl=64 time=53.3 ms
32 bytes from 192.168.200.109: icmp_seq=769 ttl=64 time=57.4 ms
32 bytes from 192.168.200.109: icmp_seq=770 ttl=64 time=53.6 ms
32 bytes from 192.168.200.109: icmp_seq=771 ttl=64 time=55.6 ms
32 bytes from 192.168.200.109: icmp_seq=772 ttl=64 time=55.6 ms
32 bytes from 192.168.200.109: icmp_seq=774 ttl=64 time=54.9 ms
32 bytes from 192.168.200.109: icmp_seq=775 ttl=64 time=55.7 ms
32 bytes from 192.168.200.109: icmp_seq=780 ttl=64 time=54.7 ms
32 bytes from 192.168.200.109: icmp_seq=781 ttl=64 time=56.3 ms
32 bytes from 192.168.200.109: icmp_seq=783 ttl=64 time=53.3 ms
32 bytes from 192.168.200.109: icmp_seq=784 ttl=64 time=53.5 ms
32 bytes from 192.168.200.109: icmp_seq=786 ttl=64 time=55.7 ms
32 bytes from 192.168.200.109: icmp_seq=790 ttl=64 time=54.8 ms
32 bytes from 192.168.200.109: icmp_seq=792 ttl=64 time=62.1 ms
32 bytes from 192.168.200.109: icmp_seq=794 ttl=64 time=55.0 ms
32 bytes from 192.168.200.109: icmp_seq=798 ttl=64 time=55.7 ms
32 bytes from 192.168.200.109: icmp_seq=803 ttl=64 time=60.4 ms
32 bytes from 192.168.200.109: icmp_seq=811 ttl=64 time=56.0 ms
32 bytes from 192.168.200.109: icmp_seq=816 ttl=64 time=54.6 ms
32 bytes from 192.168.200.109: icmp_seq=819 ttl=64 time=53.3 ms
32 bytes from 192.168.200.109: icmp_seq=821 ttl=64 time=52.5 ms
32 bytes from 192.168.200.109: icmp_seq=823 ttl=64 time=58.2 ms
32 bytes from 192.168.200.109: icmp_seq=824 ttl=64 time=54.2 ms
32 bytes from 192.168.200.109: icmp_seq=827 ttl=64 time=54.7 ms
32 bytes from 192.168.200.109: icmp_seq=828 ttl=64 time=54.0 ms
32 bytes from 192.168.200.109: icmp_seq=830 ttl=64 time=55.3 ms
32 bytes from 192.168.200.109: icmp_seq=831 ttl=64 time=57.3 ms
32 bytes from 192.168.200.109: icmp_seq=832 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=836 ttl=64 time=55.1 ms
32 bytes from 192.168.200.109: icmp_seq=838 ttl=64 time=56.3 ms
32 bytes from 192.168.200.109: icmp_seq=843 ttl=64 time=54.6 ms
32 bytes from 192.168.200.109: icmp_seq=844 ttl=64 time=54.8 ms
32 bytes from 192.168.200.109: icmp_seq=845 ttl=64 time=56.8 ms
32 bytes from 192.168.200.109: icmp_seq=846 ttl=64 time=60.4 ms
32 bytes from 192.168.200.109: icmp_seq=851 ttl=64 time=59.8 ms
32 bytes from 192.168.200.109: icmp_seq=860 ttl=64 time=54.2 ms
32 bytes from 192.168.200.109: icmp_seq=869 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=877 ttl=64 time=61.1 ms
32 bytes from 192.168.200.109: icmp_seq=878 ttl=64 time=60.0 ms
32 bytes from 192.168.200.109: icmp_seq=882 ttl=64 time=53.6 ms
32 bytes from 192.168.200.109: icmp_seq=889 ttl=64 time=56.9 ms
32 bytes from 192.168.200.109: icmp_seq=890 ttl=64 time=55.8 ms
