Four Hops 32byte Packet RX/TX 915/928 AVG Gain 47 
PING 192.168.200.109 (192.168.200.109) 24(52) bytes of data.
32 bytes from 192.168.200.109: icmp_seq=498 ttl=64 time=60.9 ms
32 bytes from 192.168.200.109: icmp_seq=499 ttl=64 time=61.2 ms
32 bytes from 192.168.200.109: icmp_seq=500 ttl=64 time=55.3 ms
32 bytes from 192.168.200.109: icmp_seq=501 ttl=64 time=55.4 ms
32 bytes from 192.168.200.109: icmp_seq=502 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=503 ttl=64 time=56.8 ms
32 bytes from 192.168.200.109: icmp_seq=505 ttl=64 time=56.9 ms
32 bytes from 192.168.200.109: icmp_seq=508 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=509 ttl=64 time=56.3 ms
32 bytes from 192.168.200.109: icmp_seq=514 ttl=64 time=53.6 ms
32 bytes from 192.168.200.109: icmp_seq=518 ttl=64 time=62.0 ms
32 bytes from 192.168.200.109: icmp_seq=522 ttl=64 time=54.9 ms
32 bytes from 192.168.200.109: icmp_seq=524 ttl=64 time=54.1 ms
32 bytes from 192.168.200.109: icmp_seq=525 ttl=64 time=54.7 ms
32 bytes from 192.168.200.109: icmp_seq=527 ttl=64 time=55.0 ms
32 bytes from 192.168.200.109: icmp_seq=528 ttl=64 time=55.6 ms
32 bytes from 192.168.200.109: icmp_seq=529 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=530 ttl=64 time=55.2 ms
32 bytes from 192.168.200.109: icmp_seq=531 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=532 ttl=64 time=58.6 ms
32 bytes from 192.168.200.109: icmp_seq=533 ttl=64 time=53.6 ms
32 bytes from 192.168.200.109: icmp_seq=534 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=535 ttl=64 time=59.8 ms
32 bytes from 192.168.200.109: icmp_seq=536 ttl=64 time=57.3 ms
32 bytes from 192.168.200.109: icmp_seq=537 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=539 ttl=64 time=59.2 ms
32 bytes from 192.168.200.109: icmp_seq=541 ttl=64 time=55.7 ms
32 bytes from 192.168.200.109: icmp_seq=542 ttl=64 time=63.7 ms
32 bytes from 192.168.200.109: icmp_seq=543 ttl=64 time=55.3 ms
32 bytes from 192.168.200.109: icmp_seq=544 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=551 ttl=64 time=55.9 ms
32 bytes from 192.168.200.109: icmp_seq=553 ttl=64 time=57.3 ms
32 bytes from 192.168.200.109: icmp_seq=556 ttl=64 time=54.5 ms
32 bytes from 192.168.200.109: icmp_seq=557 ttl=64 time=56.1 ms
32 bytes from 192.168.200.109: icmp_seq=558 ttl=64 time=55.4 ms
32 bytes from 192.168.200.109: icmp_seq=559 ttl=64 time=55.4 ms
32 bytes from 192.168.200.109: icmp_seq=560 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=561 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=562 ttl=64 time=55.2 ms
32 bytes from 192.168.200.109: icmp_seq=563 ttl=64 time=55.8 ms
